Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,subject
Tuatara,Tuatara,,4,16,20,4,16,20,7,0.298351,0.314633,1363.227333,2,1,6,0.160131,12
Juvenile_delinquency,Juvenile_delinquency,,3,4,7,3,4,7,7,0.292877,0.309426,25.781953,9,1,6,0.190476,7
Crime_and_Punishment,Crime_and_Punishment,,5,34,39,5,34,39,7,0.316669,0.339714,581.808495,9,1,6,0.116667,3
Franz_Kafka,Franz_Kafka,,15,26,41,15,26,41,7,0.311678,0.332983,8828.572541,9,1,6,0.123529,11
The_Brothers_Karamazov,The_Brothers_Karamazov,,6,24,30,6,24,30,7,0.324061,0.346278,766.454069,9,1,6,0.123932,3
The_Waste_Land,The_Waste_Land,,9,15,24,9,15,24,7,0.306355,0.324978,627.126523,0,1,6,0.140693,3
Crime_in_Mexico,Crime_in_Mexico,,0,10,10,0,10,10,7,0.305807,0.32469,0,6,1,121,0.4,5
Crimean_Karaites,Crimean_Karaites,,1,25,26,1,25,26,7,0.325361,0.349246,17.334213,10,1,6,0.395,5
Mary_Seacole,Mary_Seacole,,1,31,32,1,31,32,7,0.331887,0.35649,4714.443799,0,1,6,0.150538,0
Crimson-collared_Tanager,Crimson-collared_Tanager,,0,7,7,0,7,7,8,0.280973,0.294763,0,2,1,122,0.238095,12
Cristero_War,Cristero_War,,0,7,7,0,7,7,7,0.30455,0.322925,0,3,1,124,0.285714,0
Knights_of_Columbus,Knights_of_Columbus,,1,44,45,1,44,45,7,0.339331,0.366632,272.187853,3,1,123,0.162626,14
Criticism_of_the_War_on_Terrorism,Criticism_of_the_War_on_Terrorism,,1,30,31,1,30,31,7,0.332732,0.357087,92.429799,9,1,126,0.176344,7
Jean_Charles_de_Menezes,Jean_Charles_de_Menezes,,1,16,17,1,16,17,7,0.325337,0.34752,23.286868,0,1,125,0.264706,0
Crohn%27s_disease,Crohn%27s_disease,,2,18,20,2,18,20,7,0.328925,0.351526,1772.864076,11,1,6,0.097368,12
Cross_Fell,Cross_Fell,,1,7,8,1,7,8,7,0.297913,0.314778,26.950955,0,1,6,0.261905,5
Lake_District,Lake_District,,7,31,38,7,31,38,7,0.335707,0.359818,14287.323504,0,1,6,0.075758,5
Pennine_Way,Pennine_Way,,2,9,11,2,9,11,6,0.313899,0.333169,4839.588494,0,1,6,0.277778,5
Crossbill,Crossbill,,0,12,12,0,12,12,7,0.312645,0.332315,0,2,1,127,0.234848,12
Rook_%28bird%29,Rook_%28bird%29,,2,21,23,2,21,23,7,0.316843,0.337881,179.134414,2,1,6,0.207792,12
Crown_Jewels_of_the_United_Kingdom,Crown_Jewels_of_the_United_Kingdom,,3,30,33,3,30,33,7,0.329835,0.353446,602.502317,0,1,6,0.18046,7
Siege_of_Antioch,Siege_of_Antioch,,1,16,17,1,16,17,7,0.306378,0.326032,18.793703,1,1,6,0.258333,0
Crystallographic_defects_in_diamond,Crystallographic_defects_in_diamond,,0,19,19,0,19,19,7,0.295575,0.313323,0,7,1,128,0.312865,12
Cuckmere_Haven,Cuckmere_Haven,,1,7,8,1,7,8,7,0.291424,0.307594,9.673776,7,1,6,0.285714,5
Meander,Meander,,6,3,9,6,3,9,7,0.270953,0.283369,1013.456006,7,1,6,0.190476,5
Oxbow_lake,Oxbow_lake,,3,9,12,3,9,12,7,0.311822,0.330959,5173.768812,7,1,6,0.277778,5
Cultural_diversity,Cultural_diversity,,1,5,6,1,5,6,7,0.284411,0.298417,20.333074,9,1,6,0.233333,7
Organization,Organization,,14,17,31,14,17,31,7,0.301592,0.319132,1148.503608,9,1,6,0.115385,10
Culture_of_the_Democratic_Republic_of_the_Congo,Culture_of_the_Democratic_Republic_of_the_Congo,,0,48,48,0,48,48,7,0.340613,0.367814,0,5,1,129,0.149823,5
Gadolinium,Gadolinium,,10,23,33,10,23,33,7,0.29811,0.317679,583.976065,7,1,6,0.255385,12
Cyclamen,Cyclamen,,0,17,17,0,17,17,7,0.311923,0.333242,0,11,1,130,0.180147,4
Cyclone_Percy,Cyclone_Percy,,0,10,10,0,10,10,7,0.294062,0.30958,0,11,1,132,0.322222,5
Pandanus,Pandanus,,2,12,14,2,12,14,7,0.305231,0.323898,257.260443,11,1,131,0.104396,12
Cyclone_Rosita,Cyclone_Rosita,,0,4,4,0,4,4,7,0.284322,0.298293,0,12,1,133,0.25,5
Cyril_Clarke,Cyril_Clarke,,0,6,6,0,6,6,7,0.299572,0.316823,0,0,1,134,0.6,11
Cyrus_K._Holliday,Cyrus_K._Holliday,,1,6,7,1,6,7,7,0.298521,0.315877,26.794343,3,1,135,0.4,11
Disneyland_Railroad,Disneyland_Railroad,,1,6,7,1,6,7,7,0.301651,0.318184,105.886523,3,1,135,0.166667,8
Cystic_fibrosis,Cystic_fibrosis,,7,20,27,7,20,27,7,0.321134,0.341967,860.520345,11,1,6,0.101538,12
Telecommunication,Telecommunication,,18,31,49,18,31,49,7,0.326041,0.350917,5142.558245,13,1,6,0.083092,8
Longship,Longship,,5,12,17,5,12,17,7,0.290797,0.307421,190.405321,10,1,6,0.214286,0
Polymerase_chain_reaction,Polymerase_chain_reaction,,8,14,22,8,14,22,7,0.299808,0.31666,920.472452,11,1,6,0.190476,12
Dad%27s_Army,Dad%27s_Army,,0,14,14,0,14,14,7,0.3075,0.326836,0,0,1,136,0.21978,4
Morecambe_and_Wise,Morecambe_and_Wise,,3,9,12,3,9,12,7,0.294579,0.310501,107.037792,0,1,6,0.190909,4
Daley_Thompson,Daley_Thompson,,0,6,6,0,6,6,7,0.297287,0.31511,0,10,1,137,0.366667,11
John_F._Kennedy_assassination,John_F._Kennedy_assassination,,8,19,27,8,19,27,7,0.309442,0.329936,4996.908987,3,1,6,0.217391,0
Damascus_steel,Damascus_steel,,2,20,22,2,20,22,7,0.312978,0.333568,126.450816,7,1,6,0.136842,8
Katana,Katana,,5,4,9,5,4,9,7,0.287681,0.303525,286.148941,10,1,6,0.196429,0
Pat_Cash,Pat_Cash,,3,15,18,3,15,18,7,0.310366,0.329895,88.835494,12,1,6,0.375,11
Dandelion,Dandelion,,7,21,28,7,21,28,7,0.329058,0.350872,3659.795663,11,1,6,0.12,12
Danny_Deever,Danny_Deever,,0,7,7,0,7,7,7,0.303336,0.32146,0,0,1,138,0.238095,3
Danske_Statsbaner,Danske_Statsbaner,,1,8,9,1,8,9,7,0.291865,0.308726,45.775842,10,1,6,0.160714,8
Rwandan_Genocide,Rwandan_Genocide,,13,47,60,13,47,60,7,0.348641,0.377309,3587.04544,5,1,6,0.176471,0
Darling_River,Darling_River,,3,6,9,3,6,9,7,0.295999,0.311323,46.309933,7,1,6,0.232143,5
Darmstadtium,Darmstadtium,,6,12,18,6,12,18,7,0.29741,0.315628,167.370461,7,1,6,0.32967,12
Meitnerium,Meitnerium,,6,12,18,6,12,18,7,0.284731,0.300678,48.477087,7,1,6,0.435897,12
Roentgenium,Roentgenium,,6,14,20,6,14,20,7,0.298703,0.317289,366.092189,7,1,6,0.380952,12
Natalie_Portman,Natalie_Portman,,5,31,36,5,31,36,7,0.333525,0.358073,7498.079859,13,1,6,0.163826,11
David_Attenborough,David_Attenborough,,3,36,39,3,36,39,7,0.335791,0.359917,937.810136,2,1,6,0.066856,11
David_Beckham,David_Beckham,,6,21,27,6,21,27,7,0.314996,0.336668,339.343764,0,1,6,0.185,11
David_Blanchflower,David_Blanchflower,,0,7,7,0,7,7,7,0.302815,0.320128,0,0,1,139,0.142857,11
David_Cameron,David_Cameron,,7,58,65,7,58,65,6,0.353598,0.383148,907.03103,0,1,6,0.173624,11
Stanley_Baldwin,Stanley_Baldwin,,9,14,23,9,14,23,7,0.30003,0.31915,144.408503,0,1,6,0.302381,11
David_Helvarg,David_Helvarg,,0,16,16,0,16,16,7,0.315613,0.336016,0,3,1,140,0.133333,11
David_Heymann,David_Heymann,,0,5,5,0,5,5,7,0.298184,0.315344,0,3,1,141,0.4,11
David_Hilbert,David_Hilbert,,12,13,25,12,13,25,7,0.303352,0.322306,2387.732225,9,1,6,0.178947,11
David_III_of_Tao,David_III_of_Tao,,0,10,10,0,10,10,7,0.29657,0.315575,0,1,1,142,0.555556,0
Serbia_and_Montenegro,Serbia_and_Montenegro,,6,11,17,6,11,17,7,0.298637,0.317747,7.533026,10,1,6,0.351648,5
Davy_Jones%27_Locker,Davy_Jones%27_Locker,,0,6,6,0,6,6,7,0.285986,0.300123,0,13,1,143,0.033333,14
Dayuan,Dayuan,,2,11,13,2,11,13,7,0.297541,0.315092,4607.85851,8,1,6,0.189394,5
Issyk_Kul,Issyk_Kul,,2,11,13,2,11,13,7,0.300319,0.318537,54.195028,1,1,6,0.153846,5
Zhang_Qian,Zhang_Qian,,3,19,22,3,19,22,7,0.301817,0.320626,9228.986438,8,1,6,0.131579,11
Great_Salt_Lake,Great_Salt_Lake,,9,15,24,9,15,24,7,0.303852,0.32149,822.383626,7,1,6,0.099567,5
Lake_Baikal,Lake_Baikal,,9,19,28,9,19,28,7,0.314093,0.334107,2201.900196,2,1,6,0.092391,5
Death_Valley_National_Park,Death_Valley_National_Park,,4,52,56,4,52,56,7,0.344728,0.371701,1223.659903,7,1,6,0.083117,5
Snowball_Earth,Snowball_Earth,,8,23,31,8,23,31,7,0.304537,0.323435,494.515883,7,1,6,0.256614,5
Talc,Talc,,6,23,29,6,23,29,7,0.323802,0.346613,557.847814,7,1,6,0.122507,5
Decade_Volcanoes,Decade_Volcanoes,,3,28,31,3,28,31,7,0.318936,0.342545,1531.655974,6,1,6,0.153439,5
Mount_Nyiragongo,Mount_Nyiragongo,,2,11,13,2,11,13,7,0.298088,0.316483,60.653351,5,1,6,0.272727,5
Mount_Rainier,Mount_Rainier,,7,12,19,7,12,19,7,0.306865,0.325712,503.954285,7,1,6,0.1125,5
Mount_Unzen,Mount_Unzen,,2,6,8,2,6,8,7,0.29641,0.31295,27.837039,7,1,6,0.309524,5
Sakurajima,Sakurajima,,2,7,9,2,7,9,7,0.290048,0.305484,557.604262,7,1,6,0.285714,5
Ulawun,Ulawun,,2,2,4,2,2,4,7,0.271843,0.284112,0,6,1,6,0.833333,5
Defaka,Defaka,,0,2,2,0,2,2,7,0.277341,0.290722,0,5,1,144,1,5
Defense_of_Sihang_Warehouse,Defense_of_Sihang_Warehouse,,0,10,10,0,10,10,7,0.301532,0.320116,0,8,1,145,0.222222,0
Flag_of_the_Republic_of_China,Flag_of_the_Republic_of_China,,4,16,20,4,16,20,7,0.31058,0.330008,109.876833,8,1,6,0.395425,5
Velociraptor,Velociraptor,,7,33,40,7,33,40,7,0.315609,0.33665,1097.96949,2,1,6,0.178151,12
Fiction,Fiction,,31,16,47,31,16,47,7,0.304354,0.322826,3913.024553,13,1,6,0.054588,3
Osiris,Osiris,,3,12,15,3,12,15,7,0.28632,0.301371,2222.339159,13,1,6,0.065934,14
Waheguru,Waheguru,,3,5,8,3,5,8,8,0.277462,0.291393,6.11978,1,1,6,0.452381,14
Indira_Gandhi,Indira_Gandhi,,12,16,28,12,16,28,7,0.30456,0.323585,657.10968,8,1,6,0.158333,11
Demand_Note,Demand_Note,,1,12,13,1,12,13,7,0.308829,0.326884,34.391828,3,1,6,0.280303,10
Democratic_Action_Party,Democratic_Action_Party,,3,2,5,3,2,5,8,0.263093,0.273938,0,8,1,6,0.833333,7
Parliament_of_Malaysia,Parliament_of_Malaysia,,5,13,18,5,13,18,7,0.298747,0.31639,14407.624738,8,1,6,0.263736,7
Okapi,Okapi,,2,18,20,2,18,20,7,0.307005,0.327517,156.301967,2,1,6,0.147059,12
Denis_Law,Denis_Law,,1,9,10,1,9,10,7,0.290422,0.306302,30.041636,0,1,6,0.152778,11
Sk%C3%A5neland,Sk%C3%A5neland,,3,6,9,3,6,9,8,0.28922,0.305314,116.168938,10,1,6,0.142857,0
Dennis_Ritchie,Dennis_Ritchie,,2,8,10,2,8,10,7,0.279009,0.294073,774.24533,13,1,6,0.180556,11
Sunflower,Sunflower,,14,32,46,14,32,46,7,0.340672,0.365779,3247.128824,11,1,6,0.089323,12
Desert_locust,Desert_locust,,2,46,48,2,46,48,7,0.328925,0.355234,224.425997,5,1,6,0.156028,12
Pontiac%27s_Rebellion,Pontiac%27s_Rebellion,,4,19,23,4,19,23,6,0.323054,0.344902,204.756016,3,1,6,0.216667,0
Super_Bowl_XL,Super_Bowl_XL,,4,35,39,4,35,39,7,0.33973,0.365633,6963.797083,10,1,6,0.203361,4
The_Temptations,The_Temptations,,2,21,23,2,21,23,7,0.321058,0.341357,1294.543643,4,1,6,0.142857,2
Dewey_Square,Dewey_Square,,0,1,1,0,1,1,7,0.248331,0.257502,0,3,1,146,0,5
Diamond_simulant,Diamond_simulant,,3,38,41,3,38,41,7,0.331969,0.356398,11010.623902,7,1,6,0.172831,12
Diamond_cut,Diamond_cut,,1,26,27,1,26,27,7,0.335568,0.360361,124.676989,0,1,6,0.210769,12
Diane_Keaton,Diane_Keaton,,2,12,14,2,12,14,7,0.310247,0.329091,62.301703,3,1,6,0.174242,11
I_Ching,I_Ching,,3,7,10,3,7,10,8,0.286928,0.302019,69.542498,9,1,6,0.25,14
The_Fairy-Queen,The_Fairy-Queen,,2,9,11,2,9,11,8,0.28314,0.298404,473.465383,0,1,6,0.083333,3
Venus_and_Adonis_%28opera%29,Venus_and_Adonis_%28opera%29,,3,9,12,3,9,12,7,0.285051,0.300996,112.736363,0,1,6,0.208333,2
Differential_geometry_and_topology,Differential_geometry_and_topology,,0,5,5,0,5,5,8,0.268953,0.283178,0,9,1,147,0.5,6
Manifold,Manifold,,7,13,20,7,13,20,7,0.282568,0.298734,396.136254,9,1,6,0.20915,6
Diffuse_interstellar_band,Diffuse_interstellar_band,,0,8,8,0,8,8,7,0.295619,0.311501,0,7,1,148,0.196429,12
Dilophosaurus,Dilophosaurus,,2,12,14,2,12,14,8,0.297192,0.313533,20.361345,2,1,6,0.416667,12
Dimetrodon,Dimetrodon,,5,12,17,5,12,17,7,0.294665,0.311375,374.057024,2,1,6,0.487179,12
Spinosaurus,Spinosaurus,,5,21,26,5,21,26,7,0.31368,0.334722,374.912874,2,1,6,0.270563,12
Giganotosaurus,Giganotosaurus,,3,16,19,3,16,19,7,0.301682,0.318659,33.197736,2,1,6,0.341667,12
Iguanodon,Iguanodon,,7,23,30,7,23,30,7,0.321007,0.342699,761.818417,2,1,6,0.207672,12
Indricotherium,Indricotherium,,2,10,12,2,10,12,8,0.285594,0.30117,193.62423,2,1,6,0.204545,12
King_Kong_%281933_film%29,King_Kong_%281933_film%29,,3,19,22,3,19,22,7,0.31657,0.33599,3422.632607,2,1,6,0.105263,4
Maiasaura,Maiasaura,,1,14,15,1,14,15,8,0.287865,0.303338,18.726427,2,1,6,0.362637,12
Mammoth,Mammoth,,13,29,42,13,29,42,7,0.333388,0.358036,2761.381988,2,1,6,0.14359,12
Protoceratops,Protoceratops,,5,13,18,5,13,18,8,0.294344,0.310296,20.551634,2,1,6,0.4,12
Directive_Principles_in_India,Directive_Principles_in_India,,0,10,10,0,10,10,7,0.292315,0.309094,0,8,1,149,0.055556,7
Rupee,Rupee,,4,13,17,4,13,17,7,0.293343,0.309561,1322.445346,8,1,6,0.175,10
Sardar_Vallabhbhai_Patel,Sardar_Vallabhbhai_Patel,,5,24,29,5,24,29,7,0.321848,0.344862,5160.453055,8,1,6,0.232308,11
Dixie_Mission,Dixie_Mission,,1,13,14,1,13,14,7,0.309466,0.330172,10.034604,3,1,6,0.474359,0
Mendelevium,Mendelevium,,8,15,23,8,15,23,7,0.283081,0.299998,91.445508,7,1,6,0.325,12
Extinct_birds,Extinct_birds,,1,39,40,1,39,40,7,0.318435,0.339667,14435.112486,2,1,6,0.061404,12
Gerald_Durrell,Gerald_Durrell,,6,45,51,6,45,51,7,0.342225,0.369452,6354.257205,2,1,6,0.11256,11
Jersey_Zoological_Park,Jersey_Zoological_Park,,2,12,14,2,12,14,7,0.292159,0.307545,114.652886,2,1,6,0.143939,5
Mixed-breed_dog,Mixed-breed_dog,,2,10,12,2,10,12,7,0.315094,0.334285,103.302263,6,1,6,0.227273,12
Domestic_AC_power_plugs_and_sockets,Domestic_AC_power_plugs_and_sockets,,0,50,50,0,50,50,7,0.348667,0.377491,0,6,1,150,0.195918,8
Donald_Duck,Donald_Duck,,3,54,57,3,54,57,7,0.350631,0.379405,553.549086,10,1,6,0.257576,4
Donald_Knuth,Donald_Knuth,,3,10,13,3,10,13,7,0.297782,0.31455,1005.919144,9,1,6,0.106061,11
Emacs,Emacs,,6,17,23,6,17,23,7,0.287294,0.303477,997.437239,13,1,6,0.210526,1
Tim_Berners-Lee,Tim_Berners-Lee,,8,10,18,8,10,18,7,0.304263,0.322587,2229.158274,13,1,6,0.17619,11
Miles_Davis,Miles_Davis,,9,19,28,9,19,28,7,0.303625,0.322939,593.009465,4,1,6,0.175889,11
Kakapo,Kakapo,,4,27,31,4,27,31,7,0.302695,0.321883,1940.576143,2,1,6,0.16133,12
Mount_Kilimanjaro,Mount_Kilimanjaro,,9,11,20,9,11,20,7,0.309702,0.329139,1709.54519,7,1,6,0.111111,5
Eurasian_Collared_Dove,Eurasian_Collared_Dove,,2,16,18,2,16,18,7,0.310818,0.329009,95.816782,2,1,6,0.132353,12
Pink_Pigeon,Pink_Pigeon,,4,7,11,4,7,11,7,0.281469,0.294914,34.46351,2,1,6,0.3,12
Wood_Pigeon,Wood_Pigeon,,4,12,16,4,12,16,7,0.301368,0.318913,35.835998,2,1,6,0.32967,12
White_cliffs_of_Dover,White_cliffs_of_Dover,,3,7,10,3,7,10,7,0.304835,0.322924,17.011256,0,1,6,0.571429,5
Dr._Seuss,Dr._Seuss,,3,18,21,3,18,21,7,0.318535,0.339751,6803.233008,10,1,6,0.169591,11
The_Cat_in_the_Hat,The_Cat_in_the_Hat,,2,2,4,2,2,4,8,0.254217,0.264599,1366.919775,10,1,6,0,3
The_Lorax,The_Lorax,,1,7,8,1,7,8,7,0.281313,0.294869,33.999361,9,1,6,0,3
Draughts,Draughts,,0,9,9,0,9,9,7,0.300081,0.318846,0,10,1,151,0.277778,4
GlaxoSmithKline,GlaxoSmithKline,,6,13,19,6,13,19,7,0.319338,0.339675,1039.368888,9,1,6,0.111111,10
Driving_on_the_left_or_right,Driving_on_the_left_or_right,,0,255,255,0,255,255,6,0.383125,0.430543,0,5,1,152,0.105435,8
Palau,Palau,,17,26,43,17,26,43,7,0.331806,0.356007,3367.197245,5,1,6,0.206349,5
Drosera_anglica,Drosera_anglica,,1,13,14,1,13,14,7,0.317239,0.337075,4596.203063,2,1,6,0.198718,12
Soil_pH,Soil_pH,,1,22,23,1,22,23,7,0.308994,0.328569,97.884168,7,1,6,0.221344,5
Sundew,Sundew,,5,42,47,5,42,47,7,0.343676,0.370544,15104.507665,11,1,6,0.129798,12
Drum_and_bass,Drum_and_bass,,5,16,21,5,16,21,7,0.314239,0.334109,18397.538378,4,1,6,0.199346,2
Garage_%28dance_music%29,Garage_%28dance_music%29,,1,8,9,1,8,9,7,0.305893,0.324061,9.11193,4,1,6,0.392857,2
The_Supremes,The_Supremes,,4,14,18,4,14,18,7,0.315978,0.335835,5616.265508,4,1,6,0.1875,2
Matsuo_Bash%C5%8D,Matsuo_Bash%C5%8D,,3,2,5,3,2,5,7,0.278262,0.290869,10839.748484,13,1,6,0.333333,11
Dualism_%28philosophy_of_mind%29,Dualism_%28philosophy_of_mind%29,,1,16,17,1,16,17,7,0.301749,0.319856,4596.506439,9,1,6,0.1875,14
Eliminative_materialism,Eliminative_materialism,,1,12,13,1,12,13,7,0.307611,0.325569,78.693507,9,1,6,0.160256,14
Jerry_Fodor,Jerry_Fodor,,5,7,12,5,7,12,7,0.302831,0.32062,281.898848,9,1,6,0.244444,11
Osaka,Osaka,,20,33,53,20,33,53,7,0.335596,0.36021,4374.881137,8,1,6,0.14686,5
Rutherfordium,Rutherfordium,,7,19,26,7,19,26,7,0.301032,0.318857,304.468352,7,1,6,0.271053,12
Humus,Humus,,4,7,11,4,7,11,7,0.276196,0.289973,74.883682,7,1,6,0.145455,5
Kylie_Minogue,Kylie_Minogue,,6,30,36,6,30,36,6,0.336097,0.360352,13322.059353,4,1,6,0.162298,11
Durian,Durian,,1,33,34,1,33,34,7,0.321772,0.345139,237.258819,8,1,6,0.148674,4
High_German_consonant_shift,High_German_consonant_shift,,2,9,11,2,9,11,7,0.285413,0.300104,78.016166,10,1,6,0.166667,3
Erbium,Erbium,,10,23,33,10,23,33,7,0.302967,0.32302,695.259783,7,1,6,0.250712,12
Holmium,Holmium,,7,27,34,7,27,34,7,0.307844,0.328995,385.831303,7,1,6,0.237685,12
E.T._the_Extra-Terrestrial_%28Atari_2600%29,E.T._the_Extra-Terrestrial_%28Atari_2600%29,,0,7,7,0,7,7,7,0.290348,0.304706,0,13,1,153,0,4
E._E._Cummings,E._E._Cummings,,7,21,28,7,21,28,7,0.31175,0.331984,2720.743275,4,1,6,0.125,11
Modernist_poetry_in_English,Modernist_poetry_in_English,,3,51,54,3,51,54,7,0.341418,0.369829,1341.213106,4,1,6,0.140649,3
E._P._Wigner,E._P._Wigner,,0,9,9,0,9,9,7,0.291979,0.307973,0,7,1,154,0.222222,11
EMD_BL2,EMD_BL2,,0,5,5,0,5,5,7,0.290244,0.306633,0,3,1,155,0.4,8
Florida_East_Coast_Railway,Florida_East_Coast_Railway,,4,17,21,4,17,21,7,0.30956,0.329089,5706.218789,3,1,6,0.199346,8
EMD_GP30,EMD_GP30,,0,8,8,0,8,8,7,0.297746,0.315003,0,3,1,156,0.321429,8
White-tailed_Eagle,White-tailed_Eagle,,2,20,22,2,20,22,7,0.31077,0.330835,941.416035,2,1,6,0.226316,12
Earless_seal,Earless_seal,,0,4,4,0,4,4,8,0.25532,0.266666,0,2,1,157,1,12
Effects_of_nuclear_explosions,Effects_of_nuclear_explosions,,1,16,17,1,16,17,7,0.304354,0.322298,600.896506,10,1,6,0.204167,0
Tsar_Bomba,Tsar_Bomba,,5,8,13,5,8,13,7,0.289882,0.305942,110.489757,10,1,6,0.19697,0
Earwax,Earwax,,0,16,16,0,16,16,7,0.305992,0.324594,0,11,1,158,0.116667,12
Eastern_Roman_Empire,Eastern_Roman_Empire,,0,5,5,0,5,5,7,0.28146,0.296127,0,1,1,159,0.35,0
Rail_transport_in_India,Rail_transport_in_India,,2,26,28,2,26,28,7,0.317438,0.33939,141.559637,8,1,6,0.232194,8
Economy_of_Pakistan,Economy_of_Pakistan,,2,46,48,2,46,48,6,0.340386,0.366325,328.652242,11,1,6,0.093085,10
Economy_of_Scotland,Economy_of_Scotland,,0,49,49,0,49,49,6,0.352394,0.380818,0,0,1,160,0.181548,10
Economy_of_the_Iroquois,Economy_of_the_Iroquois,,0,9,9,0,9,9,7,0.313007,0.331827,0,11,1,161,0.236111,10
Economy_of_the_Republic_of_Ireland,Economy_of_the_Republic_of_Ireland,,1,61,62,1,61,62,6,0.353567,0.382421,656.447249,7,1,6,0.116341,10
Shining_Path,Shining_Path,,6,17,23,6,17,23,7,0.312351,0.333406,199.290068,6,1,6,0.221429,0
Marcel_Proust,Marcel_Proust,,12,13,25,12,13,25,7,0.299697,0.318155,421.504517,9,1,6,0.121212,11
The_Picture_of_Dorian_Gray,The_Picture_of_Dorian_Gray,,1,17,18,1,17,18,7,0.31058,0.330047,63.259896,13,1,6,0.124183,3
Potassium_iodide,Potassium_iodide,,6,13,19,6,13,19,7,0.300541,0.317665,284.993104,7,1,6,0.143382,12
Edwin_of_Northumbria,Edwin_of_Northumbria,,7,14,21,7,14,21,8,0.289303,0.306024,3572.539117,0,1,6,0.137255,11
Edmonton,Edmonton,,0,20,20,0,20,20,7,0.315638,0.336515,0,3,1,162,0.189474,5
Edmund_Hillary,Edmund_Hillary,,4,14,18,4,14,18,7,0.321058,0.341496,519.964929,8,1,6,0.219048,11
Tenzing_Norgay,Tenzing_Norgay,,4,8,12,4,8,12,7,0.281391,0.295616,15.305192,8,1,6,0.472222,11
Educational_psychology,Educational_psychology,,3,15,18,3,15,18,7,0.297149,0.314626,760.837154,9,1,6,0.1875,7
Education_in_the_United_States,Education_in_the_United_States,,3,80,83,3,80,83,7,0.351849,0.38202,21919.838277,3,1,6,0.060802,5
Household_income_in_the_United_States,Household_income_in_the_United_States,,3,17,20,3,17,20,7,0.326883,0.348913,133.271187,3,1,6,0.27451,10
List_of_areas_in_the_National_Park_System_of_the_United_States,List_of_areas_in_the_National_Park_System_of_the_United_States,,2,21,23,2,21,23,7,0.312785,0.332594,22889.200106,3,1,6,0.116883,5
Margin_of_error,Margin_of_error,,2,3,5,2,3,5,8,0.273236,0.286563,184.123584,3,1,6,0.1,6
Separation_of_powers_under_the_United_States_Constitution,Separation_of_powers_under_the_United_States_Constitution,,1,25,26,1,25,26,7,0.308594,0.329454,38.770011,3,1,6,0.12,7
Kohlberg%27s_stages_of_moral_development,Kohlberg%27s_stages_of_moral_development,,2,10,12,2,10,12,8,0.297062,0.312984,155.845309,9,1,6,0.113636,14
Pedagogy,Pedagogy,,4,5,9,4,5,9,7,0.283279,0.29766,148.355284,9,1,6,0.055556,7
Ralph_Nader,Ralph_Nader,,4,27,31,4,27,31,7,0.325596,0.349213,1192.702441,3,1,6,0.132258,11
Penda_of_Mercia,Penda_of_Mercia,,4,14,18,4,14,18,7,0.302854,0.321249,305.702047,0,1,6,0.233333,11
Effect_of_Hurricane_Katrina_on_New_Orleans,Effect_of_Hurricane_Katrina_on_New_Orleans,,3,19,22,3,19,22,7,0.312254,0.332454,234.992528,3,1,6,0.21345,5
Levee_failures_in_Greater_New_Orleans%2C_2005,Levee_failures_in_Greater_New_Orleans%2C_2005,,3,7,10,3,7,10,7,0.283497,0.298567,16.541675,3,1,6,0.357143,0
Meteorological_history_of_Hurricane_Katrina,Meteorological_history_of_Hurricane_Katrina,,3,17,20,3,17,20,7,0.31187,0.331243,211.751237,3,1,6,0.330882,5
Yellow_fever,Yellow_fever,,16,21,37,16,21,37,7,0.325048,0.347967,1532.7387,6,1,6,0.14795,12
Effects_of_global_warming,Effects_of_global_warming,,2,46,48,2,46,48,7,0.346822,0.373802,252.030355,7,1,6,0.147343,5
History_of_nuclear_weapons,History_of_nuclear_weapons,,2,64,66,2,64,66,6,0.359716,0.388707,1577.739076,10,1,6,0.158654,0
Trinity_test,Trinity_test,,5,13,18,5,13,18,6,0.325152,0.345104,180.483291,10,1,6,0.283088,0
Tofu,Tofu,,4,36,40,4,36,40,7,0.338031,0.362636,388.853998,11,1,6,0.161411,4
Giza_pyramid_complex,Giza_pyramid_complex,,2,7,9,2,7,9,7,0.285654,0.300229,38.416731,1,1,6,0.5,8
Hatshepsut,Hatshepsut,,4,9,13,4,9,13,7,0.298417,0.313821,305.158482,1,1,6,0.096154,11
Eifel_Aqueduct,Eifel_Aqueduct,,0,16,16,0,16,16,7,0.307616,0.326953,0,1,1,163,0.208333,8
Fermium,Fermium,,7,19,26,7,19,26,7,0.292117,0.309792,101.173057,7,1,6,0.328947,12
El_Hatillo_Municipality%2C_Miranda,El_Hatillo_Municipality%2C_Miranda,,0,32,32,0,32,32,7,0.326253,0.349127,0,6,1,164,0.086694,5
Sparrowhawk,Sparrowhawk,,3,11,14,3,11,14,7,0.287783,0.302904,170.600972,2,1,6,0.291209,12
Eldfell,Eldfell,,2,17,19,2,17,19,7,0.325675,0.346588,4739.94969,7,1,6,0.183824,5
Iceland_hotspot,Iceland_hotspot,,1,5,6,1,5,6,7,0.285815,0.300452,6.402354,7,1,6,0.266667,5
Surtsey,Surtsey,,2,21,23,2,21,23,7,0.307868,0.326869,6935.963781,2,1,6,0.057143,5
