Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,Subject
Meitnerium,Meitnerium,,6,12,18,6,12,18,7,0.284731,0.300678,48.477087,7,1,6,0.435897,0
Roentgenium,Roentgenium,,6,14,20,6,14,20,7,0.298703,0.317289,366.092189,7,1,6,0.380952,0
Natalie_Portman,Natalie_Portman,,5,31,36,5,31,36,7,0.333525,0.358073,7498.079859,5,1,6,0.163826,0
David_Attenborough,David_Attenborough,,3,36,39,3,36,39,7,0.335791,0.359917,937.810136,1,1,6,0.066856,0
David_Beckham,David_Beckham,,6,21,27,6,21,27,7,0.314996,0.336668,339.343764,3,1,6,0.185,0
David_Blanchflower,David_Blanchflower,,0,7,7,0,7,7,7,0.302815,0.320128,0,3,1,139,0.142857,0
David_Cameron,David_Cameron,,7,58,65,7,58,65,6,0.353598,0.383148,907.03103,3,1,6,0.173624,0
Stanley_Baldwin,Stanley_Baldwin,,9,14,23,9,14,23,7,0.30003,0.31915,144.408503,3,1,6,0.302381,0
David_Helvarg,David_Helvarg,,0,16,16,0,16,16,7,0.315613,0.336016,0,1,1,140,0.133333,0
David_Heymann,David_Heymann,,0,5,5,0,5,5,7,0.298184,0.315344,0,5,1,141,0.4,0
David_Hilbert,David_Hilbert,,12,13,25,12,13,25,7,0.303352,0.322306,2387.732225,6,1,6,0.178947,0
David_III_of_Tao,David_III_of_Tao,,0,10,10,0,10,10,7,0.29657,0.315575,0,2,1,142,0.555556,0
Serbia_and_Montenegro,Serbia_and_Montenegro,,6,11,17,6,11,17,7,0.298637,0.317747,7.533026,4,1,6,0.351648,0
Davy_Jones%27_Locker,Davy_Jones%27_Locker,,0,6,6,0,6,6,7,0.285986,0.300123,0,5,1,143,0.033333,0
Dayuan,Dayuan,,2,11,13,2,11,13,7,0.297541,0.315092,4607.85851,2,1,6,0.189394,0
Issyk_Kul,Issyk_Kul,,2,11,13,2,11,13,7,0.300319,0.318537,54.195028,2,1,6,0.153846,0
Zhang_Qian,Zhang_Qian,,3,19,22,3,19,22,7,0.301817,0.320626,9228.986438,2,1,6,0.131579,0
Great_Salt_Lake,Great_Salt_Lake,,9,15,24,9,15,24,7,0.303852,0.32149,822.383626,7,1,6,0.099567,0
Lake_Baikal,Lake_Baikal,,9,19,28,9,19,28,7,0.314093,0.334107,2201.900196,2,1,6,0.092391,0
Death_Valley_National_Park,Death_Valley_National_Park,,4,52,56,4,52,56,7,0.344728,0.371701,1223.659903,7,1,6,0.083117,0
Snowball_Earth,Snowball_Earth,,8,23,31,8,23,31,7,0.304537,0.323435,494.515883,7,1,6,0.256614,0
Talc,Talc,,6,23,29,6,23,29,7,0.323802,0.346613,557.847814,7,1,6,0.122507,0
Decade_Volcanoes,Decade_Volcanoes,,3,28,31,3,28,31,7,0.318936,0.342545,1531.655974,1,1,6,0.153439,0
Mount_Nyiragongo,Mount_Nyiragongo,,2,11,13,2,11,13,7,0.298088,0.316483,60.653351,2,1,6,0.272727,0
Mount_Rainier,Mount_Rainier,,7,12,19,7,12,19,7,0.306865,0.325712,503.954285,5,1,6,0.1125,0
Mount_Unzen,Mount_Unzen,,2,6,8,2,6,8,7,0.29641,0.31295,27.837039,2,1,6,0.309524,0
Sakurajima,Sakurajima,,2,7,9,2,7,9,7,0.290048,0.305484,557.604262,7,1,6,0.285714,0
Ulawun,Ulawun,,2,2,4,2,2,4,7,0.271843,0.284112,0,1,1,6,0.833333,0
Defaka,Defaka,,0,2,2,0,2,2,7,0.277341,0.290722,0,2,1,144,1,0
Defense_of_Sihang_Warehouse,Defense_of_Sihang_Warehouse,,0,10,10,0,10,10,7,0.301532,0.320116,0,2,1,145,0.222222,0
Flag_of_the_Republic_of_China,Flag_of_the_Republic_of_China,,4,16,20,4,16,20,7,0.31058,0.330008,109.876833,2,1,6,0.395425,0
Velociraptor,Velociraptor,,7,33,40,7,33,40,7,0.315609,0.33665,1097.96949,1,1,6,0.178151,0
Fiction,Fiction,,31,16,47,31,16,47,7,0.304354,0.322826,3913.024553,6,1,6,0.054588,0
Osiris,Osiris,,3,12,15,3,12,15,7,0.28632,0.301371,2222.339159,6,1,6,0.065934,0
Waheguru,Waheguru,,3,5,8,3,5,8,8,0.277462,0.291393,6.11978,2,1,6,0.452381,0
Indira_Gandhi,Indira_Gandhi,,12,16,28,12,16,28,7,0.30456,0.323585,657.10968,2,1,6,0.158333,0
Demand_Note,Demand_Note,,1,12,13,1,12,13,7,0.308829,0.326884,34.391828,5,1,6,0.280303,0
Democratic_Action_Party,Democratic_Action_Party,,3,2,5,3,2,5,8,0.263093,0.273938,0,2,1,6,0.833333,0
Parliament_of_Malaysia,Parliament_of_Malaysia,,5,13,18,5,13,18,7,0.298747,0.31639,14407.624738,2,1,6,0.263736,0
Okapi,Okapi,,2,18,20,2,18,20,7,0.307005,0.327517,156.301967,1,1,6,0.147059,0
Denis_Law,Denis_Law,,1,9,10,1,9,10,7,0.290422,0.306302,30.041636,3,1,6,0.152778,0
Sk%C3%A5neland,Sk%C3%A5neland,,3,6,9,3,6,9,8,0.28922,0.305314,116.168938,3,1,6,0.142857,0
Dennis_Ritchie,Dennis_Ritchie,,2,8,10,2,8,10,7,0.279009,0.294073,774.24533,5,1,6,0.180556,0
Sunflower,Sunflower,,14,32,46,14,32,46,7,0.340672,0.365779,3247.128824,1,1,6,0.089323,0
Desert_locust,Desert_locust,,2,46,48,2,46,48,7,0.328925,0.355234,224.425997,2,1,6,0.156028,0
Pontiac%27s_Rebellion,Pontiac%27s_Rebellion,,4,19,23,4,19,23,6,0.323054,0.344902,204.756016,5,1,6,0.216667,0
Super_Bowl_XL,Super_Bowl_XL,,4,35,39,4,35,39,7,0.33973,0.365633,6963.797083,4,1,6,0.203361,0
The_Temptations,The_Temptations,,2,21,23,2,21,23,7,0.321058,0.341357,1294.543643,5,1,6,0.142857,0
Dewey_Square,Dewey_Square,,0,1,1,0,1,1,7,0.248331,0.257502,0,5,1,146,0,0
Diamond_simulant,Diamond_simulant,,3,38,41,3,38,41,7,0.331969,0.356398,11010.623902,7,1,6,0.172831,0
Diamond_cut,Diamond_cut,,1,26,27,1,26,27,7,0.335568,0.360361,124.676989,3,1,6,0.210769,0
Diane_Keaton,Diane_Keaton,,2,12,14,2,12,14,7,0.310247,0.329091,62.301703,5,1,6,0.174242,0
I_Ching,I_Ching,,3,7,10,3,7,10,8,0.286928,0.302019,69.542498,6,1,6,0.25,0
The_Fairy-Queen,The_Fairy-Queen,,2,9,11,2,9,11,8,0.28314,0.298404,473.465383,3,1,6,0.083333,0
Venus_and_Adonis_%28opera%29,Venus_and_Adonis_%28opera%29,,3,9,12,3,9,12,7,0.285051,0.300996,112.736363,3,1,6,0.208333,0
Differential_geometry_and_topology,Differential_geometry_and_topology,,0,5,5,0,5,5,8,0.268953,0.283178,0,6,1,147,0.5,0
Manifold,Manifold,,7,13,20,7,13,20,7,0.282568,0.298734,396.136254,6,1,6,0.20915,0
Diffuse_interstellar_band,Diffuse_interstellar_band,,0,8,8,0,8,8,7,0.295619,0.311501,0,7,1,148,0.196429,0
Dilophosaurus,Dilophosaurus,,2,12,14,2,12,14,8,0.297192,0.313533,20.361345,1,1,6,0.416667,0
Dimetrodon,Dimetrodon,,5,12,17,5,12,17,7,0.294665,0.311375,374.057024,1,1,6,0.487179,0
Spinosaurus,Spinosaurus,,5,21,26,5,21,26,7,0.31368,0.334722,374.912874,1,1,6,0.270563,0
Giganotosaurus,Giganotosaurus,,3,16,19,3,16,19,7,0.301682,0.318659,33.197736,1,1,6,0.341667,0
Iguanodon,Iguanodon,,7,23,30,7,23,30,7,0.321007,0.342699,761.818417,1,1,6,0.207672,0
Indricotherium,Indricotherium,,2,10,12,2,10,12,8,0.285594,0.30117,193.62423,1,1,6,0.204545,0
King_Kong_%281933_film%29,King_Kong_%281933_film%29,,3,19,22,3,19,22,7,0.31657,0.33599,3422.632607,1,1,6,0.105263,0
Maiasaura,Maiasaura,,1,14,15,1,14,15,8,0.287865,0.303338,18.726427,1,1,6,0.362637,0
Mammoth,Mammoth,,13,29,42,13,29,42,7,0.333388,0.358036,2761.381988,1,1,6,0.14359,0
Protoceratops,Protoceratops,,5,13,18,5,13,18,8,0.294344,0.310296,20.551634,1,1,6,0.4,0
Directive_Principles_in_India,Directive_Principles_in_India,,0,10,10,0,10,10,7,0.292315,0.309094,0,2,1,149,0.055556,0
Rupee,Rupee,,4,13,17,4,13,17,7,0.293343,0.309561,1322.445346,2,1,6,0.175,0
Sardar_Vallabhbhai_Patel,Sardar_Vallabhbhai_Patel,,5,24,29,5,24,29,7,0.321848,0.344862,5160.453055,2,1,6,0.232308,0
Dixie_Mission,Dixie_Mission,,1,13,14,1,13,14,7,0.309466,0.330172,10.034604,5,1,6,0.474359,0
Mendelevium,Mendelevium,,8,15,23,8,15,23,7,0.283081,0.299998,91.445508,7,1,6,0.325,0
Extinct_birds,Extinct_birds,,1,39,40,1,39,40,7,0.318435,0.339667,14435.112486,1,1,6,0.061404,0
Gerald_Durrell,Gerald_Durrell,,6,45,51,6,45,51,7,0.342225,0.369452,6354.257205,1,1,6,0.11256,0
Jersey_Zoological_Park,Jersey_Zoological_Park,,2,12,14,2,12,14,7,0.292159,0.307545,114.652886,1,1,6,0.143939,0
Mixed-breed_dog,Mixed-breed_dog,,2,10,12,2,10,12,7,0.315094,0.334285,103.302263,5,1,6,0.227273,0
Domestic_AC_power_plugs_and_sockets,Domestic_AC_power_plugs_and_sockets,,0,50,50,0,50,50,7,0.348667,0.377491,0,4,1,150,0.195918,0
Donald_Duck,Donald_Duck,,3,54,57,3,54,57,7,0.350631,0.379405,553.549086,4,1,6,0.257576,0
Donald_Knuth,Donald_Knuth,,3,10,13,3,10,13,7,0.297782,0.31455,1005.919144,5,1,6,0.106061,0
Emacs,Emacs,,6,17,23,6,17,23,7,0.287294,0.303477,997.437239,5,1,6,0.210526,0
Tim_Berners-Lee,Tim_Berners-Lee,,8,10,18,8,10,18,7,0.304263,0.322587,2229.158274,3,1,6,0.17619,0
Miles_Davis,Miles_Davis,,9,19,28,9,19,28,7,0.303625,0.322939,593.009465,5,1,6,0.175889,0
Kakapo,Kakapo,,4,27,31,4,27,31,7,0.302695,0.321883,1940.576143,1,1,6,0.16133,0
Mount_Kilimanjaro,Mount_Kilimanjaro,,9,11,20,9,11,20,7,0.309702,0.329139,1709.54519,2,1,6,0.111111,0
Eurasian_Collared_Dove,Eurasian_Collared_Dove,,2,16,18,2,16,18,7,0.310818,0.329009,95.816782,1,1,6,0.132353,0
Pink_Pigeon,Pink_Pigeon,,4,7,11,4,7,11,7,0.281469,0.294914,34.46351,1,1,6,0.3,0
Wood_Pigeon,Wood_Pigeon,,4,12,16,4,12,16,7,0.301368,0.318913,35.835998,1,1,6,0.32967,0
White_cliffs_of_Dover,White_cliffs_of_Dover,,3,7,10,3,7,10,7,0.304835,0.322924,17.011256,3,1,6,0.571429,0
Dr._Seuss,Dr._Seuss,,3,18,21,3,18,21,7,0.318535,0.339751,6803.233008,4,1,6,0.169591,0
The_Cat_in_the_Hat,The_Cat_in_the_Hat,,2,2,4,2,2,4,8,0.254217,0.264599,1366.919775,3,1,6,0,0
The_Lorax,The_Lorax,,1,7,8,1,7,8,7,0.281313,0.294869,33.999361,5,1,6,0,0
Draughts,Draughts,,0,9,9,0,9,9,7,0.300081,0.318846,0,2,1,151,0.277778,0
GlaxoSmithKline,GlaxoSmithKline,,6,13,19,6,13,19,7,0.319338,0.339675,1039.368888,6,1,6,0.111111,0
Driving_on_the_left_or_right,Driving_on_the_left_or_right,,0,255,255,0,255,255,6,0.383125,0.430543,0,2,1,152,0.105435,0
Palau,Palau,,17,26,43,17,26,43,7,0.331806,0.356007,3367.197245,2,1,6,0.206349,0
Drosera_anglica,Drosera_anglica,,1,13,14,1,13,14,7,0.317239,0.337075,4596.203063,1,1,6,0.198718,0
Soil_pH,Soil_pH,,1,22,23,1,22,23,7,0.308994,0.328569,97.884168,7,1,6,0.221344,0
Sundew,Sundew,,5,42,47,5,42,47,7,0.343676,0.370544,15104.507665,1,1,6,0.129798,0
Drum_and_bass,Drum_and_bass,,5,16,21,5,16,21,7,0.314239,0.334109,18397.538378,5,1,6,0.199346,0
Garage_%28dance_music%29,Garage_%28dance_music%29,,1,8,9,1,8,9,7,0.305893,0.324061,9.11193,5,1,6,0.392857,0
The_Supremes,The_Supremes,,4,14,18,4,14,18,7,0.315978,0.335835,5616.265508,5,1,6,0.1875,0
Matsuo_Bash%C5%8D,Matsuo_Bash%C5%8D,,3,2,5,3,2,5,7,0.278262,0.290869,10839.748484,6,1,6,0.333333,0
Dualism_%28philosophy_of_mind%29,Dualism_%28philosophy_of_mind%29,,1,16,17,1,16,17,7,0.301749,0.319856,4596.506439,6,1,6,0.1875,0
Eliminative_materialism,Eliminative_materialism,,1,12,13,1,12,13,7,0.307611,0.325569,78.693507,6,1,6,0.160256,0
Jerry_Fodor,Jerry_Fodor,,5,7,12,5,7,12,7,0.302831,0.32062,281.898848,6,1,6,0.244444,0
Osaka,Osaka,,20,33,53,20,33,53,7,0.335596,0.36021,4374.881137,4,1,6,0.14686,0
Rutherfordium,Rutherfordium,,7,19,26,7,19,26,7,0.301032,0.318857,304.468352,7,1,6,0.271053,0
Humus,Humus,,4,7,11,4,7,11,7,0.276196,0.289973,74.883682,7,1,6,0.145455,0
Kylie_Minogue,Kylie_Minogue,,6,30,36,6,30,36,6,0.336097,0.360352,13322.059353,5,1,6,0.162298,0
Durian,Durian,,1,33,34,1,33,34,7,0.321772,0.345139,237.258819,2,1,6,0.148674,0
High_German_consonant_shift,High_German_consonant_shift,,2,9,11,2,9,11,7,0.285413,0.300104,78.016166,4,1,6,0.166667,0
Erbium,Erbium,,10,23,33,10,23,33,7,0.302967,0.32302,695.259783,7,1,6,0.250712,0
Holmium,Holmium,,7,27,34,7,27,34,7,0.307844,0.328995,385.831303,7,1,6,0.237685,0
E.T._the_Extra-Terrestrial_%28Atari_2600%29,E.T._the_Extra-Terrestrial_%28Atari_2600%29,,0,7,7,0,7,7,7,0.290348,0.304706,0,5,1,153,0,0
E._E._Cummings,E._E._Cummings,,7,21,28,7,21,28,7,0.31175,0.331984,2720.743275,6,1,6,0.125,0
Modernist_poetry_in_English,Modernist_poetry_in_English,,3,51,54,3,51,54,7,0.341418,0.369829,1341.213106,6,1,6,0.140649,0
E._P._Wigner,E._P._Wigner,,0,9,9,0,9,9,7,0.291979,0.307973,0,6,1,154,0.222222,0
EMD_BL2,EMD_BL2,,0,5,5,0,5,5,7,0.290244,0.306633,0,5,1,155,0.4,0
Florida_East_Coast_Railway,Florida_East_Coast_Railway,,4,17,21,4,17,21,7,0.30956,0.329089,5706.218789,5,1,6,0.199346,0
EMD_GP30,EMD_GP30,,0,8,8,0,8,8,7,0.297746,0.315003,0,5,1,156,0.321429,0
White-tailed_Eagle,White-tailed_Eagle,,2,20,22,2,20,22,7,0.31077,0.330835,941.416035,1,1,6,0.226316,0
Earless_seal,Earless_seal,,0,4,4,0,4,4,8,0.25532,0.266666,0,1,1,157,1,0
Effects_of_nuclear_explosions,Effects_of_nuclear_explosions,,1,16,17,1,16,17,7,0.304354,0.322298,600.896506,7,1,6,0.204167,0
Tsar_Bomba,Tsar_Bomba,,5,8,13,5,8,13,7,0.289882,0.305942,110.489757,7,1,6,0.19697,0
Earwax,Earwax,,0,16,16,0,16,16,7,0.305992,0.324594,0,1,1,158,0.116667,0
Eastern_Roman_Empire,Eastern_Roman_Empire,,0,5,5,0,5,5,7,0.28146,0.296127,0,4,1,159,0.35,0
Rail_transport_in_India,Rail_transport_in_India,,2,26,28,2,26,28,7,0.317438,0.33939,141.559637,2,1,6,0.232194,0
Economy_of_Pakistan,Economy_of_Pakistan,,2,46,48,2,46,48,6,0.340386,0.366325,328.652242,2,1,6,0.093085,0
Economy_of_Scotland,Economy_of_Scotland,,0,49,49,0,49,49,6,0.352394,0.380818,0,3,1,160,0.181548,0
Economy_of_the_Iroquois,Economy_of_the_Iroquois,,0,9,9,0,9,9,7,0.313007,0.331827,0,5,1,161,0.236111,0
Economy_of_the_Republic_of_Ireland,Economy_of_the_Republic_of_Ireland,,1,61,62,1,61,62,6,0.353567,0.382421,656.447249,6,1,6,0.116341,0
Shining_Path,Shining_Path,,6,17,23,6,17,23,7,0.312351,0.333406,199.290068,1,1,6,0.221429,0
Marcel_Proust,Marcel_Proust,,12,13,25,12,13,25,7,0.299697,0.318155,421.504517,6,1,6,0.121212,0
The_Picture_of_Dorian_Gray,The_Picture_of_Dorian_Gray,,1,17,18,1,17,18,7,0.31058,0.330047,63.259896,6,1,6,0.124183,0
Potassium_iodide,Potassium_iodide,,6,13,19,6,13,19,7,0.300541,0.317665,284.993104,7,1,6,0.143382,0
Edwin_of_Northumbria,Edwin_of_Northumbria,,7,14,21,7,14,21,8,0.289303,0.306024,3572.539117,3,1,6,0.137255,0
Edmonton,Edmonton,,0,20,20,0,20,20,7,0.315638,0.336515,0,5,1,162,0.189474,0
Edmund_Hillary,Edmund_Hillary,,4,14,18,4,14,18,7,0.321058,0.341496,519.964929,2,1,6,0.219048,0
Tenzing_Norgay,Tenzing_Norgay,,4,8,12,4,8,12,7,0.281391,0.295616,15.305192,2,1,6,0.472222,0
Educational_psychology,Educational_psychology,,3,15,18,3,15,18,7,0.297149,0.314626,760.837154,6,1,6,0.1875,0
Education_in_the_United_States,Education_in_the_United_States,,3,80,83,3,80,83,7,0.351849,0.38202,21919.838277,5,1,6,0.060802,0
Household_income_in_the_United_States,Household_income_in_the_United_States,,3,17,20,3,17,20,7,0.326883,0.348913,133.271187,5,1,6,0.27451,0
List_of_areas_in_the_National_Park_System_of_the_United_States,List_of_areas_in_the_National_Park_System_of_the_United_States,,2,21,23,2,21,23,7,0.312785,0.332594,22889.200106,5,1,6,0.116883,0
Margin_of_error,Margin_of_error,,2,3,5,2,3,5,8,0.273236,0.286563,184.123584,5,1,6,0.1,0
Separation_of_powers_under_the_United_States_Constitution,Separation_of_powers_under_the_United_States_Constitution,,1,25,26,1,25,26,7,0.308594,0.329454,38.770011,5,1,6,0.12,0
Kohlberg%27s_stages_of_moral_development,Kohlberg%27s_stages_of_moral_development,,2,10,12,2,10,12,8,0.297062,0.312984,155.845309,6,1,6,0.113636,0
Pedagogy,Pedagogy,,4,5,9,4,5,9,7,0.283279,0.29766,148.355284,6,1,6,0.055556,0
Ralph_Nader,Ralph_Nader,,4,27,31,4,27,31,7,0.325596,0.349213,1192.702441,5,1,6,0.132258,0
Penda_of_Mercia,Penda_of_Mercia,,4,14,18,4,14,18,7,0.302854,0.321249,305.702047,3,1,6,0.233333,0
Effect_of_Hurricane_Katrina_on_New_Orleans,Effect_of_Hurricane_Katrina_on_New_Orleans,,3,19,22,3,19,22,7,0.312254,0.332454,234.992528,5,1,6,0.21345,0
Levee_failures_in_Greater_New_Orleans%2C_2005,Levee_failures_in_Greater_New_Orleans%2C_2005,,3,7,10,3,7,10,7,0.283497,0.298567,16.541675,5,1,6,0.357143,0
Meteorological_history_of_Hurricane_Katrina,Meteorological_history_of_Hurricane_Katrina,,3,17,20,3,17,20,7,0.31187,0.331243,211.751237,5,1,6,0.330882,0
Yellow_fever,Yellow_fever,,16,21,37,16,21,37,7,0.325048,0.347967,1532.7387,1,1,6,0.14795,0
Effects_of_global_warming,Effects_of_global_warming,,2,46,48,2,46,48,7,0.346822,0.373802,252.030355,1,1,6,0.147343,0
History_of_nuclear_weapons,History_of_nuclear_weapons,,2,64,66,2,64,66,6,0.359716,0.388707,1577.739076,7,1,6,0.158654,0
Trinity_test,Trinity_test,,5,13,18,5,13,18,6,0.325152,0.345104,180.483291,7,1,6,0.283088,0
Tofu,Tofu,,4,36,40,4,36,40,7,0.338031,0.362636,388.853998,1,1,6,0.161411,0
Giza_pyramid_complex,Giza_pyramid_complex,,2,7,9,2,7,9,7,0.285654,0.300229,38.416731,2,1,6,0.5,0
Hatshepsut,Hatshepsut,,4,9,13,4,9,13,7,0.298417,0.313821,305.158482,6,1,6,0.096154,0
Eifel_Aqueduct,Eifel_Aqueduct,,0,16,16,0,16,16,7,0.307616,0.326953,0,4,1,163,0.208333,0
Fermium,Fermium,,7,19,26,7,19,26,7,0.292117,0.309792,101.173057,7,1,6,0.328947,0
El_Hatillo_Municipality%2C_Miranda,El_Hatillo_Municipality%2C_Miranda,,0,32,32,0,32,32,7,0.326253,0.349127,0,1,1,164,0.086694,0
Sparrowhawk,Sparrowhawk,,3,11,14,3,11,14,7,0.287783,0.302904,170.600972,1,1,6,0.291209,0
Eldfell,Eldfell,,2,17,19,2,17,19,7,0.325675,0.346588,4739.94969,7,1,6,0.183824,0
Iceland_hotspot,Iceland_hotspot,,1,5,6,1,5,6,7,0.285815,0.300452,6.402354,7,1,6,0.266667,0
Surtsey,Surtsey,,2,21,23,2,21,23,7,0.307868,0.326869,6935.963781,1,1,6,0.057143,0
Isospin,Isospin,,2,7,9,2,7,9,7,0.276252,0.290175,58.812611,7,1,6,0.535714,0
William_Gilbert,William_Gilbert,,4,10,14,4,10,14,7,0.303103,0.320711,644.390094,7,1,6,0.175824,0
Optical_fiber,Optical_fiber,,8,10,18,8,10,18,8,0.289758,0.30625,1307.930067,7,1,6,0.111111,0
Superconductivity,Superconductivity,,15,29,44,15,29,44,7,0.303057,0.323515,3727.970732,7,1,6,0.12753,0
Mechanical_work,Mechanical_work,,13,8,21,13,8,21,8,0.269979,0.284738,225.132218,7,1,6,0.281046,0
Electron_beam_welding,Electron_beam_welding,,2,5,7,2,5,7,7,0.287722,0.302379,74.059309,7,1,6,0.2,0
Electronic_amplifier,Electronic_amplifier,,0,5,5,0,5,5,8,0.269113,0.28235,0,7,1,165,0.15,0
Semiconductor_device,Semiconductor_device,,4,21,25,4,21,25,7,0.320171,0.341499,830.62087,7,1,6,0.147619,0
Elementary_group_theory,Elementary_group_theory,,1,3,4,1,3,4,8,0.251645,0.262886,7.39437,6,1,6,0.666667,0
Ganesha,Ganesha,,6,18,24,6,18,24,7,0.311057,0.3306,1662.205976,2,1,6,0.135714,0
Tooth_development,Tooth_development,,2,18,20,2,18,20,7,0.301974,0.320393,547.312248,1,1,6,0.084967,0
Elephant_bird,Elephant_bird,,1,10,11,1,10,11,7,0.309797,0.327936,26.174737,1,1,6,0.218182,0
Elephant_shrew,Elephant_shrew,,1,9,10,1,9,10,7,0.290069,0.306705,5851.491775,1,1,6,0.416667,0
Elfin-woods_Warbler,Elfin-woods_Warbler,,0,23,23,0,23,23,7,0.32565,0.346811,0,1,1,166,0.171937,0
Mongoose,Mongoose,,5,22,27,5,22,27,7,0.332132,0.355448,1548.002399,1,1,6,0.15812,0
Elias_Ashmole,Elias_Ashmole,,1,16,17,1,16,17,7,0.313996,0.333735,24.891846,3,1,6,0.166667,0
Elizabeth_Fry,Elizabeth_Fry,,2,12,14,2,12,14,7,0.299653,0.31771,87.150453,3,1,6,0.159091,0
Elizabethan_Poor_Law_%281601%29,Elizabethan_Poor_Law_%281601%29,,0,5,5,0,5,5,7,0.291119,0.306933,0,3,1,167,0.3,0
Muhammad_Ali,Muhammad_Ali,,5,8,13,5,8,13,7,0.297083,0.314458,44.246425,5,1,6,0.233333,0
GNU_Project,GNU_Project,,5,3,8,5,3,8,8,0.24154,0.251043,19.021534,5,1,6,0.666667,0
OpenBSD,OpenBSD,,5,13,18,5,13,18,8,0.279644,0.294414,743.498158,5,1,6,0.220833,0
X_Window_System,X_Window_System,,13,7,20,13,7,20,8,0.262293,0.275063,1706.308284,5,1,6,0.205882,0
Stuttering,Stuttering,,4,29,33,4,29,33,7,0.332513,0.356402,1718.722427,3,1,6,0.075758,0
Emma_Roberts,Emma_Roberts,,0,1,1,0,1,1,8,0.257036,0.267956,0,5,1,168,0,0
Empires__Dawn_of_the_Modern_World,Empires__Dawn_of_the_Modern_World,,0,22,22,0,22,22,7,0.334571,0.359332,0,4,1,169,0.251082,0
Vestigial_structure,Vestigial_structure,,3,14,17,3,14,17,8,0.298417,0.314639,533.858223,1,1,6,0.1,0
Endoscopic_foreign_body_retrieval,Endoscopic_foreign_body_retrieval,,0,3,3,0,3,3,7,0.258346,0.268543,0,3,1,170,0,0
Measurement,Measurement,,11,12,23,11,12,23,7,0.311942,0.331177,1257.610828,7,1,6,0.105263,0
Gustav_Holst,Gustav_Holst,,3,36,39,3,36,39,7,0.336543,0.36131,4592.713873,7,1,6,0.130631,0
L._S._Lowry,L._S._Lowry,,3,8,11,3,8,11,7,0.295115,0.312304,584.925691,3,1,6,0.375,0
National_parks_of_England_and_Wales,National_parks_of_England_and_Wales,,4,26,30,4,26,30,7,0.331317,0.353846,16385.967151,3,1,6,0.081197,0
England_expects_that_every_man_will_do_his_duty,England_expects_that_every_man_will_do_his_duty,,1,15,16,1,15,16,7,0.315609,0.33608,14.927896,3,1,6,0.290476,0
Horatio_Nelson%2C_1st_Viscount_Nelson,Horatio_Nelson%2C_1st_Viscount_Nelson,,11,42,53,11,42,53,7,0.335235,0.361623,5798.20946,3,1,6,0.139881,0
HTTP_cookie,HTTP_cookie,,3,14,17,3,14,17,7,0.307891,0.327969,14400.223105,5,1,6,0.228571,0
English_monarchs_family_tree,English_monarchs_family_tree,,0,3,3,0,3,3,8,0.259936,0.27217,0,3,1,171,0.333333,0
George_Herbert,George_Herbert,,2,14,16,2,14,16,7,0.303057,0.321095,30.386744,3,1,6,0.125,0
Irish_poetry,Irish_poetry,,4,18,22,4,18,22,7,0.299941,0.318627,4321.088952,3,1,6,0.121053,0
Pre-Raphaelite_Brotherhood,Pre-Raphaelite_Brotherhood,,3,7,10,3,7,10,7,0.292708,0.309963,37.923363,3,1,6,0.180556,0
Typewriter,Typewriter,,3,9,12,3,9,12,7,0.288295,0.30399,139.890312,4,1,6,0.083333,0
Work_%28thermodynamics%29,Work_%28thermodynamics%29,,3,6,9,3,6,9,8,0.268299,0.28181,96.395555,7,1,6,0.404762,0
Equal_Protection_Clause,Equal_Protection_Clause,,1,23,24,1,23,24,6,0.319389,0.341149,95.691533,5,1,6,0.20751,0
Thulium,Thulium,,6,19,25,6,19,25,7,0.279702,0.297031,19.689379,7,1,6,0.368421,0
Layla,Layla,,1,7,8,1,7,8,7,0.312182,0.330433,4.407223,5,1,6,0.404762,0
Scattered_disc,Scattered_disc,,4,5,9,4,5,9,8,0.268548,0.280907,10.456397,7,1,6,0.690476,0
Imagism,Imagism,,5,20,25,5,20,25,7,0.322463,0.343996,511.054836,6,1,6,0.209524,0
The_Old_Man_and_the_Sea,The_Old_Man_and_the_Sea,,2,16,18,2,16,18,7,0.320728,0.34127,610.501938,6,1,6,0.143382,0
J._J._Thomson,J._J._Thomson,,3,12,15,3,12,15,7,0.308923,0.327311,365.496359,3,1,6,0.192308,0
Eruption_column,Eruption_column,,5,10,15,5,10,15,7,0.287334,0.302737,161.079517,7,1,6,0.115385,0
Richard_O%27Connor,Richard_O%27Connor,,1,35,36,1,35,36,6,0.337608,0.364196,49.993758,4,1,6,0.241176,0
Eskimo,Eskimo,,6,9,15,6,9,15,7,0.295029,0.311054,232.071992,1,1,6,0.142857,0
Esox,Esox,,0,19,19,0,19,19,7,0.307827,0.327163,0,1,1,172,0.178363,0
Mole_%28animal%29,Mole_%28animal%29,,3,18,21,3,18,21,7,0.315658,0.33667,520.22711,1,1,6,0.186842,0
Lavender,Lavender,,3,14,17,3,14,17,7,0.314337,0.336093,391.70773,1,1,6,0.172794,0
Soddo_language,Soddo_language,,1,4,5,1,4,5,7,0.279779,0.294872,24.498981,2,1,6,0.25,0
